Player Names,Player BWF Link,Singles Wins,Singles Losses,Singles Prize Money,Doubles Wins,Doubles Losses,Doubles Prize Money,Mixed Wins,Mixed Losses,Mixed Prize Money,Total Money,Career Wins,Career Losses
Cheng  Luo,https://bwfbadminton.com/player/72069/cheng-luo,0,1,0,2,2,0,1,1,0,7,3,4
Se Yeon Cheon,https://bwfbadminton.com/player/73828/se-yeon-cheon,1,2,0,2,2,0,0,0,0,7,3,4
Joan Cheruto Cheruto,https://bwfbadminton.com/player/96083/joan-cheruto-cheruto,2,2,0,0,0,0,1,2,0,7,3,4
Keinth Chia,https://bwfbadminton.com/player/91263/keinth-chia,2,3,0,1,1,0,0,0,0,7,3,4
Young Seo Cho,https://bwfbadminton.com/player/89263/young-seo-cho,2,2,0,0,1,0,1,1,0,7,3,4
Jin Han Choi,https://bwfbadminton.com/player/86954/jin-han-choi,1,2,0,2,2,0,0,0,0,7,3,4
Kardelen Naile Cimen,https://bwfbadminton.com/player/65232/kardelen-naile-cimen,0,1,0,2,2,0,1,1,0,7,3,4
Matthew Corby,https://bwfbadminton.com/player/15195/matthew-corby,0,1,0,3,3,0,0,0,0,7,3,4
Kiren Milan Deraj,https://bwfbadminton.com/player/57182/kiren-milan-deraj,2,2,0,0,1,0,1,1,0,7,3,4
Muhamad Rizqy Arya Diningrat,https://bwfbadminton.com/player/62819/muhamad-rizqy-arya-diningrat,3,3,0,0,1,0,0,0,0,7,3,4
Valentin Faulmann,https://bwfbadminton.com/player/67989/valentin-faulmann,1,2,0,0,1,0,2,1,0,7,3,4
Rizky Febriansyah,https://bwfbadminton.com/player/94552/rizky-febriansyah,3,4,0,0,0,0,0,0,0,7,3,4
Kim Fleuren,https://bwfbadminton.com/player/63026/kim-fleuren,1,2,0,2,2,0,0,0,0,7,3,4
Christoph Frantes,https://bwfbadminton.com/player/79861/christoph-frantes,0,0,0,3,2,0,0,2,0,7,3,4
Kathrine Gaarde,https://bwfbadminton.com/player/81534/kathrine-gaarde,2,2,0,0,1,0,1,1,0,7,3,4
Jehu Gaskin,https://bwfbadminton.com/player/60730/jehu-gaskin,2,2,0,1,1,0,0,1,0,7,3,4
José Manuel Gracia,https://bwfbadminton.com/player/60471/jose-manuel-gracia,1,1,0,0,1,0,2,2,0,7,3,4
Beom Mo Gu,https://bwfbadminton.com/player/91026/beom-mo-gu,2,2,0,1,2,0,0,0,0,7,3,4
Anna Hagspiel,https://bwfbadminton.com/player/95073/anna-hagspiel,0,0,0,2,2,0,1,2,0,7,3,4
Nils Hemmingsson,https://bwfbadminton.com/player/77347/nils-hemmingsson,3,2,0,0,1,0,0,1,0,7,3,4
Hsiung Shao Bang,https://bwfbadminton.com/player/88794/hsiung-shao-bang,3,4,0,0,0,0,0,0,0,7,3,4
Huang Hsing-Ying,https://bwfbadminton.com/player/61164/huang-hsing-ying,0,1,0,3,3,0,0,0,0,7,3,4
Huang Chien Tzu,https://bwfbadminton.com/player/99806/huang-chien-tzu,2,1,0,1,1,0,0,2,0,7,3,4
Naufal Nabil Ibrahim,https://bwfbadminton.com/player/67389/naufal-nabil-ibrahim,3,3,0,0,1,0,0,0,0,7,3,4
Faiq Akbar Indrava,https://bwfbadminton.com/player/93332/faiq-akbar-indrava,3,3,0,0,1,0,0,0,0,7,3,4
Kareem Jahd,https://bwfbadminton.com/player/94776/kareem-jahd,2,3,0,1,1,0,0,0,0,7,3,4
Doo Ri Jang,https://bwfbadminton.com/player/77112/doo-ri-jang,1,2,0,2,2,0,0,0,0,7,3,4
Seo Jin Jeong,https://bwfbadminton.com/player/71060/seo-jin-jeong,2,2,0,1,2,0,0,0,0,7,3,4
Haikal Jordy,https://bwfbadminton.com/player/79774/haikal-jordy,3,4,0,0,0,0,0,0,0,7,3,4
Tae Rang Jung,https://bwfbadminton.com/player/72569/tae-rang-jung,3,2,0,0,2,0,0,0,0,7,3,4
Woo Jin Jung,https://bwfbadminton.com/player/92418/woo-jin-jung,2,3,0,1,1,0,0,0,0,7,3,4
Ashton Kafunda,https://bwfbadminton.com/player/92882/ashton-kafunda,1,2,0,0,1,0,2,1,0,7,3,4
Bryce Kan,https://bwfbadminton.com/player/59159/bryce-kan,1,2,0,2,2,0,0,0,0,7,3,4
Ebru Kececi,https://bwfbadminton.com/player/67526/ebru-kececi,0,0,0,1,2,0,2,2,0,7,3,4
Min Ju Kim,https://bwfbadminton.com/player/58043/min-ju-kim,2,2,0,1,2,0,0,0,0,7,3,4
Min Chae Kim,https://bwfbadminton.com/player/58791/min-chae-kim,3,2,0,0,2,0,0,0,0,7,3,4
Eo Jin Kim,https://bwfbadminton.com/player/71288/eo-jin-kim,3,2,0,0,2,0,0,0,0,7,3,4
Ne Oh Kim,https://bwfbadminton.com/player/78763/ne-oh-kim,2,2,0,1,2,0,0,0,0,7,3,4
Seo Eun Kim,https://bwfbadminton.com/player/89184/seo-eun-kim,2,2,0,1,2,0,0,0,0,7,3,4
Young Jin Kim,https://bwfbadminton.com/player/94766/young-jin-kim,3,2,0,0,1,0,0,1,0,7,3,4
Min Jun Koo,https://bwfbadminton.com/player/92083/min-jun-koo,1,2,0,2,2,0,0,0,0,7,3,4
Wahyu Krisnawardhani,https://bwfbadminton.com/player/98334/wahyu-krisnawardhani,1,2,0,0,1,0,2,1,0,7,3,4
Marcus Kruse,https://bwfbadminton.com/player/65536/marcus-kruse,2,3,0,1,1,0,0,0,0,7,3,4
Sofyan Kurniawan,https://bwfbadminton.com/player/83986/sofyan-kurniawan,2,2,0,1,2,0,0,0,0,7,3,4
Helmy Andika Kurniawan,https://bwfbadminton.com/player/90747/helmy-andika-kurniawan,0,0,0,3,4,0,0,0,0,7,3,4
Achmad Rizal Lullah Kusriyanto,https://bwfbadminton.com/player/60989/achmad-rizal-lullah-kusriyanto,0,2,0,1,1,0,2,1,0,7,3,4
Do Yul Kwon,https://bwfbadminton.com/player/68941/do-yul-kwon,0,2,0,3,2,0,0,0,0,7,3,4
Mads Peter Laursen,https://bwfbadminton.com/player/92831/mads-peter-laursen,2,2,0,1,2,0,0,0,0,7,3,4
Ju Won Lee,https://bwfbadminton.com/player/71665/ju-won-lee,3,3,0,0,1,0,0,0,0,7,3,4
Chan Seung Lee,https://bwfbadminton.com/player/72001/chan-seung-lee,1,2,0,0,1,0,2,1,0,7,3,4
Lee Yu-Hua,https://bwfbadminton.com/player/82630/lee-yu-hua,1,2,0,0,1,0,2,1,0,7,3,4
Zheng Yan Li,https://bwfbadminton.com/player/80097/zheng-yan-li,2,2,0,1,2,0,0,0,0,7,3,4
Matthew Li,https://bwfbadminton.com/player/85275/matthew-li,3,2,0,0,2,0,0,0,0,7,3,4
Victoria Liang,https://bwfbadminton.com/player/55670/victoria-liang,1,2,0,0,0,0,2,2,0,7,3,4
Marcus Lin,https://bwfbadminton.com/player/60352/marcus-lin,1,2,0,2,2,0,0,0,0,7,3,4
Victor Lu,https://bwfbadminton.com/player/65849/victor-lu,1,1,0,2,3,0,0,0,0,7,3,4
Mackie Lu,https://bwfbadminton.com/player/69261/mackie-lu,1,2,0,0,1,0,2,1,0,7,3,4
Taizya Lusambo,https://bwfbadminton.com/player/95901/taizya-lusambo,3,4,0,0,0,0,0,0,0,7,3,4
Facundo Maceiras,https://bwfbadminton.com/player/56287/facundo-maceiras,0,2,0,3,2,0,0,0,0,7,3,4
Ignacio Maceiras,https://bwfbadminton.com/player/58131/ignacio-maceiras,0,2,0,3,2,0,0,0,0,7,3,4
Brian Mcgowan,https://bwfbadminton.com/player/2884/brian-mcgowan,0,0,0,3,4,0,0,0,0,7,3,4
Levente Mihalyi,https://bwfbadminton.com/player/93031/levente-mihalyi,1,2,0,0,0,0,2,2,0,7,3,4
Muhammad Zaffa Mustakim,https://bwfbadminton.com/player/89157/muhammad-zaffa-mustakim,0,0,0,3,4,0,0,0,0,7,3,4
Ji Hwan Na,https://bwfbadminton.com/player/90359/ji-hwan-na,2,2,0,1,2,0,0,0,0,7,3,4
Gishela Davina Nareswari,https://bwfbadminton.com/player/90351/gishela-davina-nareswari,3,4,0,0,0,0,0,0,0,7,3,4
Sukanya Naruepunnard,https://bwfbadminton.com/player/97614/sukanya-naruepunnard,0,0,0,3,3,0,0,1,0,7,3,4
Viren Nettasinghe,https://bwfbadminton.com/player/64666/viren-nettasinghe,2,3,0,1,1,0,0,0,0,7,3,4
Vincent Nguyen,https://bwfbadminton.com/player/66088/vincent-nguyen,2,2,0,1,2,0,0,0,0,7,3,4
Gwon Ho Oh,https://bwfbadminton.com/player/65327/gwon-ho-oh,0,1,0,3,3,0,0,0,0,7,3,4
Samarjit Panday,https://bwfbadminton.com/player/72976/samarjit-panday,2,2,0,1,2,0,0,0,0,7,3,4
Andre Langgeng Pangestu,https://bwfbadminton.com/player/55821/andre-langgeng-pangestu,0,0,0,3,4,0,0,0,0,7,3,4
Ji Yeon Park,https://bwfbadminton.com/player/79632/ji-yeon-park,0,2,0,3,2,0,0,0,0,7,3,4
Ji Sung Park,https://bwfbadminton.com/player/83384/ji-sung-park,2,2,0,1,2,0,0,0,0,7,3,4
Sung Hun Park,https://bwfbadminton.com/player/88541/sung-hun-park,1,2,0,2,2,0,0,0,0,7,3,4
Tae Seo Park,https://bwfbadminton.com/player/98039/tae-seo-park,3,2,0,0,2,0,0,0,0,7,3,4
Harsha Perera,https://bwfbadminton.com/player/78894/harsha-perera,3,2,0,0,2,0,0,0,0,7,3,4
Christian Pouté,https://bwfbadminton.com/player/65405/christian-poute,1,2,0,0,1,0,2,1,0,7,3,4
Nyoman Dira Ayu Pramesti,https://bwfbadminton.com/player/89225/nyoman-dira-ayu-pramesti,0,0,0,3,3,0,0,1,0,7,3,4
Bimo Prasetyo,https://bwfbadminton.com/player/73223/bimo-prasetyo,0,0,0,3,4,0,0,0,0,7,3,4
Andre Suryo Prayogo,https://bwfbadminton.com/player/75480/andre-suryo-prayogo,0,0,0,3,4,0,0,0,0,7,3,4
Sabrina Anindya Ramadhani,https://bwfbadminton.com/player/61388/sabrina-anindya-ramadhani,0,0,0,3,4,0,0,0,0,7,3,4
Gilang Ramadhani,https://bwfbadminton.com/player/65997/gilang-ramadhani,2,3,0,1,1,0,0,0,0,7,3,4
Nisriina Husniyyah Ramadhani,https://bwfbadminton.com/player/76057/nisriina-husniyyah-ramadhani,0,0,0,3,4,0,0,0,0,7,3,4
Mithileshsing Ramdany,https://bwfbadminton.com/player/73723/mithileshsing-ramdany,2,2,0,1,2,0,0,0,0,7,3,4
Muhammad Ibrahim Razavi,https://bwfbadminton.com/player/82117/muhammad-ibrahim-razavi,3,3,0,0,1,0,0,0,0,7,3,4
Josephine Stuhr Risager,https://bwfbadminton.com/player/91344/josephine-stuhr-risager,1,2,0,0,0,0,2,2,0,7,3,4
Karabelo Graticia Roberts,https://bwfbadminton.com/player/62879/karabelo-graticia-roberts,3,3,0,0,1,0,0,0,0,7,3,4
Fathkul Rozzy,https://bwfbadminton.com/player/75057/fathkul-rozzy,0,0,0,2,3,0,1,1,0,7,3,4
Tobias Rønbøg,https://bwfbadminton.com/player/59923/tobias-r%C3%98nb%C3%98g,0,1,0,1,1,0,2,2,0,7,3,4
Fabio Sa,https://bwfbadminton.com/player/53952/fabio-sa,1,2,0,2,1,0,0,1,0,7,3,4
Yu Rim Seo,https://bwfbadminton.com/player/81187/yu-rim-seo,2,2,0,1,1,0,0,1,0,7,3,4
Nirav Shah,https://bwfbadminton.com/player/93564/nirav-shah,2,2,0,1,1,0,0,1,0,7,3,4
Shen Qijie,https://bwfbadminton.com/player/92218/shen-qijie,1,1,0,0,2,0,2,1,0,7,3,4
Yonathan Shilon,https://bwfbadminton.com/player/56556/yonathan-shilon,0,0,0,3,2,0,0,2,0,7,3,4
Tae Hyeon Shin,https://bwfbadminton.com/player/97107/tae-hyeon-shin,1,2,0,2,2,0,0,0,0,7,3,4
Yurika Shiroguchi,https://bwfbadminton.com/player/81471/yurika-shiroguchi,0,0,0,3,3,0,0,1,0,7,3,4
Zi Feng Siow,https://bwfbadminton.com/player/87505/zi-feng-siow,3,3,0,0,1,0,0,0,0,7,3,4
Jabu Verily Sojane,https://bwfbadminton.com/player/66042/jabu-verily-sojane,2,2,0,0,1,0,1,1,0,7,3,4
Saranporn Sombutwatthananukool,https://bwfbadminton.com/player/61412/saranporn-sombutwatthananukool,0,2,0,3,2,0,0,0,0,7,3,4
Jeong Han Son,https://bwfbadminton.com/player/58633/jeong-han-son,0,2,0,3,2,0,0,0,0,7,3,4
Isaac Son,https://bwfbadminton.com/player/82118/isaac-son,2,2,0,1,2,0,0,0,0,7,3,4
Song Ziwei,https://bwfbadminton.com/player/81548/song-ziwei,0,0,0,2,3,0,1,1,0,7,3,4
Sofia Strömvall,https://bwfbadminton.com/player/87769/sofia-strOemvall,2,1,0,0,2,0,1,1,0,7,3,4
Iiro Suomalainen,https://bwfbadminton.com/player/96053/iiro-suomalainen,1,1,0,2,3,0,0,0,0,7,3,4
Sayaka Suzuki,https://bwfbadminton.com/player/78507/sayaka-suzuki,2,1,0,0,2,0,1,1,0,7,3,4
Mano Szecskay,https://bwfbadminton.com/player/67249/mano-szecskay,3,2,0,0,2,0,0,0,0,7,3,4
Aaron Tamakloe,https://bwfbadminton.com/player/97937/aaron-tamakloe,3,2,0,0,2,0,0,0,0,7,3,4
Garret Tan,https://bwfbadminton.com/player/60145/garret-tan,0,2,0,3,2,0,0,0,0,7,3,4
Tang Jincheng,https://bwfbadminton.com/player/67432/tang-jincheng,0,1,0,2,2,0,1,1,0,7,3,4
Zulis Taqwa,https://bwfbadminton.com/player/80843/zulis-taqwa,1,2,0,0,0,0,2,2,0,7,3,4
Gustav Tolstrup,https://bwfbadminton.com/player/82903/gustav-tolstrup,2,2,0,1,2,0,0,0,0,7,3,4
Torabi Mohamadbagher,https://bwfbadminton.com/player/78829/torabi-mohamadbagher,2,2,0,1,2,0,0,0,0,7,3,4
Galih Prasetyo Utomo,https://bwfbadminton.com/player/88592/galih-prasetyo-utomo,2,3,0,0,0,0,1,1,0,7,3,4
Emine Uygun,https://bwfbadminton.com/player/59336/emine-uygun,1,2,0,0,0,0,2,2,0,7,3,4
Irem Uysal,https://bwfbadminton.com/player/90939/irem-uysal,0,0,0,3,3,0,0,1,0,7,3,4
Mariela Vazquez,https://bwfbadminton.com/player/72594/mariela-vazquez,2,2,0,1,2,0,0,0,0,7,3,4
Kesaven Veerapen,https://bwfbadminton.com/player/82969/kesaven-veerapen,1,2,0,2,2,0,0,0,0,7,3,4
Rafael Javier Vilaplana,https://bwfbadminton.com/player/74401/rafael-javier-vilaplana,1,2,0,0,0,0,2,2,0,7,3,4
Wang Yu Si,https://bwfbadminton.com/player/61317/wang-yu-si,2,2,0,1,2,0,0,0,0,7,3,4
Arrafi Naufal Yoga Wardhana,https://bwfbadminton.com/player/94504/arrafi-naufal-yoga-wardhana,0,0,0,3,3,0,0,1,0,7,3,4
Kristian Weber,https://bwfbadminton.com/player/92936/kristian-weber,0,1,0,3,3,0,0,0,0,7,3,4
Selvano Delroy Wiandra,https://bwfbadminton.com/player/83277/selvano-delroy-wiandra,0,0,0,3,4,0,0,0,0,7,3,4
Jonathan Ardes Wibowo,https://bwfbadminton.com/player/63570/jonathan-ardes-wibowo,3,4,0,0,0,0,0,0,0,7,3,4
Ida Marie Winther,https://bwfbadminton.com/player/62213/ida-marie-winther,3,2,0,0,2,0,0,0,0,7,3,4
Indra Putra Wirawan,https://bwfbadminton.com/player/62314/indra-putra-wirawan,3,4,0,0,0,0,0,0,0,7,3,4
Sai  Satya  Sarvesh Yakala,https://bwfbadminton.com/player/92367/sai-satya-sarvesh-yakala,0,2,0,2,1,0,1,1,0,7,3,4
Hye Jin Yang,https://bwfbadminton.com/player/68321/hye-jin-yang,0,2,0,3,2,0,0,0,0,7,3,4
Imtiyas Yasmin,https://bwfbadminton.com/player/50202/imtiyas-yasmin,2,3,0,1,1,0,0,0,0,7,3,4
Melih Kagan Yavuz,https://bwfbadminton.com/player/69372/melih-kagan-yavuz,0,1,0,3,3,0,0,0,0,7,3,4
Chun-Chang Yeh,https://bwfbadminton.com/player/60509/chun-chang-yeh,3,2,0,0,2,0,0,0,0,7,3,4
Yanika Yodchompu,https://bwfbadminton.com/player/82567/yanika-yodchompu,1,1,0,2,2,0,0,1,0,7,3,4
James Young,https://bwfbadminton.com/player/10465/james-young,1,2,0,2,1,0,0,1,0,7,3,4
Nagisa Yura,https://bwfbadminton.com/player/86939/nagisa-yura,0,0,0,2,3,0,1,1,0,7,3,4
Shivani Santosh Singh,https://bwfbadminton.com/player/57604/shivani-santosh-singh,0,1,0,2,3,703,0,0,0,709,2,4
Dan Bi Lee,https://bwfbadminton.com/player/85776/dan-bi-lee,0,0,0,2,4,469,0,0,0,475,2,4
Reya Fathima,https://bwfbadminton.com/player/91493/reya-fathima,0,2,95,1,1,106,1,1,106,313,2,4
Kang Yue,https://bwfbadminton.com/player/91612/kang-yue,0,0,0,2,4,281,0,0,0,287,2,4
Guo Xuyi,https://bwfbadminton.com/player/79424/guo-xuyi,0,0,0,1,2,94,1,2,0,100,2,4
Yong Jun Kim,https://bwfbadminton.com/player/75834/yong-jun-kim,0,2,0,0,1,0,2,1,54,60,2,4
Simeon Abiodun Akinsola,https://bwfbadminton.com/player/69583/simeon-abiodun-akinsola,0,2,0,2,2,38,0,0,0,44,2,4
Michael Henry,https://bwfbadminton.com/player/71971/michael-henry,0,0,0,2,4,38,0,0,0,44,2,4
Rupsa Ghosh,https://bwfbadminton.com/player/94302/rupsa-ghosh,0,1,0,0,1,11,2,2,22,39,2,4
Su Quanxin,https://bwfbadminton.com/player/99126/su-quanxin,1,2,21,1,2,11,0,0,0,38,2,4
Chandramouleeshwar Govindarajan,https://bwfbadminton.com/player/86212/chandramouleeshwar-govindarajan,0,0,0,2,4,19,0,0,0,25,2,4
Lo Chun Hoong,https://bwfbadminton.com/player/86618/lo-chun-hoong,0,0,0,2,4,19,0,0,0,25,2,4
Mercedes Tin,https://bwfbadminton.com/player/71811/mercedes-tin,0,0,0,2,4,9,0,0,0,15,2,4
Bani Adam,https://bwfbadminton.com/player/71726/bani-adam,2,4,0,0,0,0,0,0,0,6,2,4
Wirya Paksi Agung,https://bwfbadminton.com/player/80602/wirya-paksi-agung,0,0,0,1,2,0,1,2,0,6,2,4
John Ah-See,https://bwfbadminton.com/player/77550/john-ah-see,2,4,0,0,0,0,0,0,0,6,2,4
Sang Uk Ahn,https://bwfbadminton.com/player/64280/sang-uk-ahn,2,3,0,0,1,0,0,0,0,6,2,4
Muhammad Maslakil Akmal,https://bwfbadminton.com/player/67278/muhammad-maslakil-akmal,0,0,0,2,4,0,0,0,0,6,2,4
Muhammad Albayyin,https://bwfbadminton.com/player/68701/muhammad-albayyin,2,4,0,0,0,0,0,0,0,6,2,4
Sergio Alvarez,https://bwfbadminton.com/player/78519/sergio-alvarez,1,2,0,1,2,0,0,0,0,6,2,4
Syifa Fauziah Amar,https://bwfbadminton.com/player/85473/syifa-fauziah-amar,2,3,0,0,1,0,0,0,0,6,2,4
Melaku Amdebirhanu,https://bwfbadminton.com/player/61961/melaku-amdebirhanu,1,2,0,0,1,0,1,1,0,6,2,4
Soo Min An,https://bwfbadminton.com/player/70900/soo-min-an,2,2,0,0,2,0,0,0,0,6,2,4
Ploynaputh Anandechjurakun,https://bwfbadminton.com/player/87967/ploynaputh-anandechjurakun,0,0,0,2,3,0,0,1,0,6,2,4
Janani Ananthakumar,https://bwfbadminton.com/player/95747/janani-ananthakumar,1,1,0,1,2,0,0,1,0,6,2,4
Philip Andreasen,https://bwfbadminton.com/player/56822/philip-andreasen,1,2,0,1,2,0,0,0,0,6,2,4
Arthur Jia Liang Ang,https://bwfbadminton.com/player/74023/arthur-jia-liang-ang,1,2,0,1,2,0,0,0,0,6,2,4
Wienda Ova Aryanti,https://bwfbadminton.com/player/58176/wienda-ova-aryanti,2,4,0,0,0,0,0,0,0,6,2,4
Nikolaos Athanasopoulos,https://bwfbadminton.com/player/69218/nikolaos-athanasopoulos,2,2,0,0,2,0,0,0,0,6,2,4
Firdevs Nur Ayik,https://bwfbadminton.com/player/97391/firdevs-nur-ayik,1,2,0,1,2,0,0,0,0,6,2,4
Jorge Azevedo,https://bwfbadminton.com/player/3272/jorge-azevedo,0,1,0,2,2,0,0,1,0,6,2,4
Calle Badenfors,https://bwfbadminton.com/player/98429/calle-badenfors,1,2,0,1,2,0,0,0,0,6,2,4
Stefano Bedasie,https://bwfbadminton.com/player/88438/stefano-bedasie,0,1,0,2,2,0,0,1,0,6,2,4
Sebastian Bilbin,https://bwfbadminton.com/player/56253/sebastian-bilbin,1,2,0,1,2,0,0,0,0,6,2,4
Betty Blair,https://bwfbadminton.com/player/46/betty-blair,0,1,0,0,0,0,2,3,0,6,2,4
Bolette Blomgren,https://bwfbadminton.com/player/73077/bolette-blomgren,0,0,0,2,2,0,0,2,0,6,2,4
Seo Yeon Boo,https://bwfbadminton.com/player/77147/seo-yeon-boo,1,2,0,1,2,0,0,0,0,6,2,4
Philip Brandt,https://bwfbadminton.com/player/69764/philip-brandt,0,2,0,2,2,0,0,0,0,6,2,4
Chutachalearm Buakhaw,https://bwfbadminton.com/player/74176/chutachalearm-buakhaw,0,0,0,2,4,0,0,0,0,6,2,4
Woong Cha,https://bwfbadminton.com/player/85193/woong-cha,1,2,0,1,2,0,0,0,0,6,2,4
Salisa Chayruksa,https://bwfbadminton.com/player/75700/salisa-chayruksa,1,2,0,0,1,0,1,1,0,6,2,4
Chen Sheng Fa,https://bwfbadminton.com/player/96097/chen-sheng-fa,0,0,0,2,3,0,0,1,0,6,2,4
Yi Fredric Cheng,https://bwfbadminton.com/player/92133/yi-fredric-cheng,2,2,0,0,2,0,0,0,0,6,2,4
Ji Woo Cheon,https://bwfbadminton.com/player/79833/ji-woo-cheon,1,2,0,1,2,0,0,0,0,6,2,4
Chew Jia Hui,https://bwfbadminton.com/player/71799/chew-jia-hui,0,2,0,2,2,0,0,0,0,6,2,4
Chen Hong Chew,https://bwfbadminton.com/player/72911/chen-hong-chew,1,2,0,1,2,0,0,0,0,6,2,4
Chien Yu-An,https://bwfbadminton.com/player/55771/chien-yu-an,1,2,0,1,2,0,0,0,0,6,2,4
Dong Bin Cho,https://bwfbadminton.com/player/69954/dong-bin-cho,1,2,0,1,2,0,0,0,0,6,2,4
Sung Woo Choi,https://bwfbadminton.com/player/61914/sung-woo-choi,0,2,0,2,2,0,0,0,0,6,2,4
Eun Yeong Choi,https://bwfbadminton.com/player/72183/eun-yeong-choi,1,2,0,1,2,0,0,0,0,6,2,4
Su Bin Choi,https://bwfbadminton.com/player/73762/su-bin-choi,2,2,0,0,2,0,0,0,0,6,2,4
Tae Min Choi,https://bwfbadminton.com/player/83502/tae-min-choi,2,2,0,0,2,0,0,0,0,6,2,4
Chun Ling Chong,https://bwfbadminton.com/player/84620/chun-ling-chong,0,0,0,1,2,0,1,2,0,6,2,4
Kriston Jun Hao Choo,https://bwfbadminton.com/player/98928/kriston-jun-hao-choo,0,1,0,2,3,0,0,0,0,6,2,4
Maulana Chrissandi,https://bwfbadminton.com/player/99646/maulana-chrissandi,0,0,0,2,4,0,0,0,0,6,2,4
Alejandra Colina,https://bwfbadminton.com/player/93779/alejandra-colina,1,2,0,0,0,0,1,2,0,6,2,4
Yoann Czech,https://bwfbadminton.com/player/60818/yoann-czech,2,4,0,0,0,0,0,0,0,6,2,4
Hassani D Phiri,https://bwfbadminton.com/player/59977/hassani-d-phiri,2,3,0,0,1,0,0,0,0,6,2,4
Lalit Dahiya,https://bwfbadminton.com/player/82715/lalit-dahiya,0,1,0,2,1,0,0,2,0,6,2,4
Justin Dang,https://bwfbadminton.com/player/60422/justin-dang,0,1,0,1,2,0,1,1,0,6,2,4
Deri Danillo,https://bwfbadminton.com/player/88015/deri-danillo,2,4,0,0,0,0,0,0,0,6,2,4
Raditya Darhaya,https://bwfbadminton.com/player/85799/raditya-darhaya,2,3,0,0,1,0,0,0,0,6,2,4
Cassandra De Almeida,https://bwfbadminton.com/player/76583/cassandra-de-almeida,2,2,0,0,2,0,0,0,0,6,2,4
Fatwaka Deandra,https://bwfbadminton.com/player/80461/fatwaka-deandra,0,1,0,2,2,0,0,1,0,6,2,4
Aurelien Delattre,https://bwfbadminton.com/player/98770/aurelien-delattre,1,2,0,1,2,0,0,0,0,6,2,4
I Kadek Kusuma Dewantara,https://bwfbadminton.com/player/80360/i-kadek-kusuma-dewantara,0,0,0,2,3,0,0,1,0,6,2,4
Shan Cay Puspa Dewi,https://bwfbadminton.com/player/93787/shan-cay-puspa-dewi,0,0,0,2,2,0,0,2,0,6,2,4
Mariana Del Carmen Dieguez Escobar,https://bwfbadminton.com/player/59027/mariana-del-carmen-dieguez-escobar,0,1,0,1,2,0,1,1,0,6,2,4
Lech Dryzalowski,https://bwfbadminton.com/player/65013/lech-dryzalowski,0,0,0,1,1,0,1,3,0,6,2,4
Loris Dufay,https://bwfbadminton.com/player/91801/loris-dufay,2,3,0,0,1,0,0,0,0,6,2,4
Muhammad Ridwan Eriandi,https://bwfbadminton.com/player/78950/muhammad-ridwan-eriandi,0,0,0,1,2,0,1,2,0,6,2,4
Rebecca Louise Eriksson,https://bwfbadminton.com/player/73257/rebecca-louise-eriksson,1,2,0,0,0,0,1,2,0,6,2,4
Muhammad Dzaky Fadlan,https://bwfbadminton.com/player/85249/muhammad-dzaky-fadlan,2,3,0,0,1,0,0,0,0,6,2,4
Mohammad Ali Faghih Khorasani,https://bwfbadminton.com/player/75559/mohammad-ali-faghih-khorasani,1,2,0,1,2,0,0,0,0,6,2,4
Abdillah Fauzannabil,https://bwfbadminton.com/player/90703/abdillah-fauzannabil,0,0,0,2,4,0,0,0,0,6,2,4
Muhamad Nadzar Fauzi,https://bwfbadminton.com/player/55994/muhamad-nadzar-fauzi,2,2,0,0,0,0,0,2,0,6,2,4
Ciarán Fitzgerald,https://bwfbadminton.com/player/65292/ciaran-fitzgerald,2,2,0,0,1,0,0,1,0,6,2,4
Gao Tianyu,https://bwfbadminton.com/player/66141/gao-tianyu,2,4,0,0,0,0,0,0,0,6,2,4
Gal Gelfman,https://bwfbadminton.com/player/92421/gal-gelfman,2,3,0,0,1,0,0,0,0,6,2,4
Adilahmad Ghulam,https://bwfbadminton.com/player/86011/adilahmad-ghulam,2,2,0,0,2,0,0,0,0,6,2,4
Elena Gil Mena,https://bwfbadminton.com/player/68976/elena-gil-mena,1,2,0,0,1,0,1,1,0,6,2,4
Vicky Girard,https://bwfbadminton.com/player/69456/vicky-girard,0,0,0,2,3,0,0,1,0,6,2,4
Stanley Githitu,https://bwfbadminton.com/player/58359/stanley-githitu,2,2,0,0,1,0,0,1,0,6,2,4
Laura Gronkiewicz,https://bwfbadminton.com/player/96837/laura-gronkiewicz,2,2,0,0,2,0,0,0,0,6,2,4
Furkan Gulec,https://bwfbadminton.com/player/69263/furkan-gulec,0,1,0,2,3,0,0,0,0,6,2,4
Fulgensius Nathaniel Gunawan,https://bwfbadminton.com/player/57623/fulgensius-nathaniel-gunawan,0,0,0,2,4,0,0,0,0,6,2,4
Siti Alya Habibah,https://bwfbadminton.com/player/61128/siti-alya-habibah,2,4,0,0,0,0,0,0,0,6,2,4
Marc Häfner,https://bwfbadminton.com/player/90491/marc-hAefner,1,1,0,0,2,0,1,1,0,6,2,4
Julie Halender,https://bwfbadminton.com/player/99330/julie-halender,0,1,0,1,2,0,1,1,0,6,2,4
Han Da Young,https://bwfbadminton.com/player/97651/han-da-young,1,2,0,0,1,0,1,1,0,6,2,4
Desmoelya Rizky Hardianti,https://bwfbadminton.com/player/69874/desmoelya-rizky-hardianti,2,3,0,0,1,0,0,0,0,6,2,4
